Symbol,Company,Sector,Industry,Exchange,Currency,Year_End,IPO,YearsActive,Price,Shares,ImpliedShares,MarketCap,P/S_TTM,P/S_2024,P/E_TTM,P/E_2024,TTM_Revenue,TTM_NetIncome,Q_Rev%,2025_Revenue,2025_NetIncome,2025_EBITDA,2024_Revenue,2024_NetIncome,2024_EBITDA,2023_Revenue,2023_NetIncome,2023_EBITDA,2022_Revenue,2022_NetIncome,2022_EBITDA,2021_Revenue,2021_NetIncome,2021_EBITDA,2020_Revenue,2020_NetIncome,2020_EBITDA,3yrRev,2025_Rev%,2025_NetMargin,2024_Rev%,2024_NetMargin,2023_Rev%,2023_NetMargin,2022_Rev%,2022_NetMargin,2021_Rev%,2021_NetMargin,2020_Rev%,2020_NetMargin,2025_EBITDA%,2024_EBITDA%,2023_EBITDA%,2022_EBITDA%,2025_FCF,2025_FCF%,2024_FCF,2024_FCF%,2023_FCF,2023_FCF%,2022_FCF,2022_FCF%,2025_Interest_Expense,2025_Interest_Income,2025_NetInterest,2025_Interest/Rev,2024_Interest_Expense,2024_Interest_Income,2024_NetInterest,2024_Interest/Rev,2023_Interest_Expense,2023_Interest_Income,2023_NetInterest,2023_Interest/Rev,2022_Interest_Expense,2022_Interest_Income,2022_NetInterest,2022_Interest/Rev,2025_SG&A,2025_SG&A%,2024_SG&A,2024_SG&A%,2023_SG&A,2023_SG&A%,2022_SG&A,2022_SG&A%,2025_Assets,2025_Cash,2025_CurrentAssets,2025_Debt,2025_NetDebt,2025_Liabilities,2025_ND/A,2025_ND/Rev,2025_Cash/Rev,2025_Cash/Assets,2025_Debt/Assets,2025_Assets/Equity,2025_Liabilities/Equity,2025_Debt%,2024_Assets,2024_Cash,2024_CurrentAssets,2024_Debt,2024_NetDebt,2024_Liabilities,2024_ND/A,2024_ND/Rev,2024_Cash/Rev,2024_Cash/Assets,2024_Debt/Assets,2024_Assets/Equity,2024_Liabilities/Equity,2024_Debt%,2023_Assets,2023_Cash,2023_CurrentAssets,2023_Debt,2023_NetDebt,2023_Liabilities,2023_ND/A,2023_ND/Rev,2023_Cash/Rev,2023_Cash/Assets,2023_Debt/Assets,2023_Assets/Equity,2023_Liabilities/Equity,2023_Debt%,2022_Assets,2022_Cash,2022_CurrentAssets,2022_Debt,2022_NetDebt,2022_Liabilities,2022_ND/A,2022_ND/Rev,2022_Cash/Rev,2022_Cash/Assets,2022_Debt/Assets,2022_Assets/Equity,2022_Liabilities/Equity,2022_Debt%
PSIX,"Power Solutions International, Inc.",Industrials,Specialty Industrial Machinery,NASDAQ,USD,12/31/24,4/17/12,14.1,38.87,23050450,23007900,896,1.241,1.8824,7.9292,12.9855,722,113,32.52,722,114,115,476,69,86,459,26,49,481,11,31,,,,,,,,51.68,15.79,3.7,14.5,-4.57,5.66,,2.29,,,,,15.93,18.07,10.68,6.44,14,1.94,57,11.97,65,14.16,-10,-2.08,7,,7,0.97,11,,11,2.31,17,,17,3.7,13,,13,2.7,56,7.76,37,7.77,40,8.71,42,8.73,425,41,,153,,246,,,0.0568,0.0965,0.36,2.3743,1.3743,36.0,328,55,254,146,91,263,0.2774,0.1912,0.1155,0.1677,0.4451,5.0462,4.0462,44.51,284,23,205,174,151,288,0.5317,0.329,0.0501,0.081,0.6127,-71.0,-72.0,61.27,320,24,255,225,201,350,0.6281,0.4179,0.0499,0.075,0.7031,-10.6667,-11.6667,70.31
PSKY,Paramount Skydance Corporation,Communications,Entertainment,NASDAQ,USD,,,,10.46,1080241022,,11299,,0.3868,-807.0714,-1.8254,,-14,,,,,29213,-6190,-4925,29652,-608,85,30154,1104,2575,28586,4543,6582,,,,0.73,,,-1.48,-21.19,-1.66,-2.05,5.49,3.66,,15.89,,,,-16.86,0.29,8.54,,,489,1.67,147,0.5,-139,-0.46,,,,,860,151,709,2.43,920,137,783,2.64,931,108,823,2.73,,,6797,23.27,7398,24.95,7098,23.54,43342,3274,,14808,,30455,,,,0.0755,0.3417,3.3632,2.3632,34.17,46172,2661,,15549,,29390,,,0.0911,0.0576,0.3368,2.7513,1.7513,33.68,53543,2460,,15858,,30493,,,0.083,0.0459,0.2962,2.3229,1.3229,29.62,58393,2885,,17274,,34787,,,0.0957,0.0494,0.2958,2.4737,1.4737,29.58
PSMT,"PriceSmart, Inc.",Consumer Staples,Discount Stores,NASDAQ,USD,8/31/24,9/2/97,28.7,164.65,30815417,30754101,5074,0.9407,1.0328,33.8267,36.7681,5394,150,9.92,5270,148,306,4913,138,297,4411,109,252,4066,104,233,3620,98,,3329,78,,10.72,7.27,2.81,11.38,2.81,8.48,2.47,12.32,2.56,8.74,2.71,,2.34,5.81,6.05,5.71,5.73,103,1.95,39,0.79,114,2.58,1,0.02,12,10,1,0.02,13,11,2,0.04,11,9,1,0.02,9,2,7,0.17,678,12.87,622,12.66,552,12.51,511,12.57,2269,241,,329,,1022,,,0.0457,0.1062,0.145,1.8196,0.8196,14.5,2023,125,832,250,124,900,0.0613,0.0252,0.0254,0.0618,0.1236,1.8014,0.8014,12.36,2006,240,877,278,38,899,0.0189,0.0086,0.0544,0.1196,0.1386,1.8121,0.8121,13.86,1808,238,774,274,36,817,0.0199,0.0089,0.0585,0.1316,0.1515,1.8244,0.8244,15.15
PSN,Parsons Corporation,Technology,IT Services,NYSE,USD,12/31/24,5/8/19,7.0,53.71,106875000,106874999,5740,0.9019,0.8502,23.8174,24.4255,6364,241,-7.53,6364,241,550,6751,235,518,5442,161,415,4195,96,309,3660,64,,3919,98,,22.64,-5.73,3.79,24.05,3.48,29.73,2.96,14.62,2.29,-6.61,1.75,,2.5,8.64,7.67,7.63,7.37,410,6.44,474,7.02,367,6.74,207,4.93,51,7,44,0.69,51,11,40,0.59,31,2,29,0.53,23,1,22,0.52,1016,15.96,955,14.15,869,15.97,777,18.52,5770,466,,1382,,3002,,,0.0732,0.0808,0.2395,2.0845,1.0845,23.95,5488,454,2462,1421,968,2953,0.1764,0.1434,0.0672,0.0827,0.2589,2.1649,1.1649,25.89,4804,273,2138,927,654,2427,0.1361,0.1202,0.0502,0.0568,0.193,2.021,1.021,19.3,4198,263,1720,916,654,2102,0.1558,0.1559,0.0627,0.0626,0.2182,2.0029,1.0029,21.82
PSNL,"Personalis, Inc.",Healthcare,Diagnostics,NASDAQ,USD,12/31/24,6/20/19,6.9,8.47,104631832,88308200,886,12.8406,10.5476,-10.9383,-10.9383,69,-81,3.27,70,-81,-71,84,-81,-70,73,-108,-96,65,-113,-104,85,-65,,79,-41,,-0.39,-16.67,-115.71,15.07,-96.43,12.31,-147.95,-23.53,-173.85,7.59,-76.47,,-51.9,-101.43,-83.33,-131.51,-160.0,-79,-112.86,-46,-54.76,-67,-91.78,-120,-184.62,0,7,-7,-10.0,0,5,-5,-5.95,0,5,-5,-6.85,0,2,-2,-3.08,54,77.14,46,54.76,49,67.12,64,98.46,334,124,,40,,73,,,1.7714,0.3713,0.1198,1.2797,0.2797,11.98,270,91,203,44,-47,67,-0.1741,-0.5595,1.0833,0.337,0.163,1.33,0.33,16.3,225,57,147,48,-9,96,-0.04,-0.1233,0.7808,0.2533,0.2133,1.7442,0.7442,21.33,293,89,200,49,-40,75,-0.1365,-0.6154,1.3692,0.3038,0.1672,1.344,0.344,16.72
PSNY,Polestar Automotive Holding UK PLC,Consumer Discretionary,Auto Manufacturers,NASDAQ,USD,12/31/23,5/18/21,5.0,22.25,91507720,2110349766,2036,0.986,,-1.4308,,2065,-1423,,,,,,,,2378,-1194,-880,2444,-477,-227,1346,-969,,610,-484,,,,,,,-2.7,-50.21,81.58,-19.52,120.66,-71.99,,-79.34,,,-37.01,-9.29,,,,,-2454,-103.2,-1795,-73.45,,,,,,,,,206,32,174,7.32,77,7,69,2.82,,,,,949,39.91,838,34.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4121,769,2271,3575,2806,5384,0.6809,1.18,0.3234,0.1866,0.8675,-3.2629,-4.2629,86.75,3934,974,2148,1440,466,4023,0.1185,0.1907,0.3985,0.2476,0.366,-44.2022,-45.2022,36.6
PSO,Pearson plc,Communications,Publishing,NYSE,GBP,12/31/24,11/18/96,29.5,15.19,661004032,661004081,10041,,2.8269,,23.1359,,,,4717,442,1455,3552,434,1115,4568,470,1364,4776,300,1255,4721,243,,,423,,-9.05,32.8,9.37,-22.24,12.22,-4.36,10.29,1.17,6.28,,5.15,,,30.85,31.39,29.86,26.28,688,14.59,503,14.16,399,8.73,214,4.48,99,55,44,0.93,100,69,30,0.84,75,62,13,0.28,85,83,2,0.04,1709,36.23,1659,46.71,1694,37.08,1800,37.69,8697,448,,1994,,3764,,,0.095,0.0515,0.2293,1.763,0.763,22.93,6892,543,3464,1472,1180,2839,0.1712,0.3322,0.1529,0.0788,0.2136,1.7005,0.7005,21.36,8365,388,3025,1444,1056,3406,0.1262,0.2312,0.0849,0.0464,0.1726,1.6868,0.6868,17.26,9107,694,3504,1529,836,3617,0.0918,0.175,0.1453,0.0762,0.1679,1.6588,0.6588,16.79
PSTG,"Pure Storage, Inc.",Technology,Computer Hardware,NYSE,USD,1/31/25,10/6/15,10.6,87.2,326023008,326022999,28429,7.7632,10.042,151.2181,466.0492,3662,188,20.35,3168,107,282,2831,61,222,2753,73,197,2180,-143,-8,1684,-282,,1643,,,18.9,11.9,3.38,2.83,2.15,26.28,2.65,29.45,-6.56,2.5,-16.75,,,8.9,7.84,7.16,-0.37,527,16.64,483,17.06,609,22.12,307,14.08,8,76,-68,-2.15,7,50,-42,-1.48,4,17,-12,-0.44,36,9,27,1.24,1307,41.26,1197,42.28,1121,40.72,989,45.37,3964,724,,281,,2657,,,0.2285,0.1826,0.0709,3.0329,2.0329,7.09,3656,703,2498,272,-430,2386,-0.1176,-0.1519,0.2483,0.1923,0.0744,2.8787,1.8787,7.44,3543,581,2475,756,175,2602,0.0494,0.0636,0.211,0.164,0.2134,3.7651,2.7651,21.34,3135,466,2192,916,450,2381,0.1435,0.2064,0.2138,0.1486,0.2922,4.1578,3.1578,29.22
PSTL,"Postal Realty Trust, Inc.",Real Estate,REIT Office,NYSE,USD,12/31/24,5/15/19,7.0,23.69,23559200,30272201,558,5.8737,7.3421,39.8571,79.7143,95,14,21.67,96,14,57,76,7,43,63,3,33,53,3,27,39,2,,,0,,24.91,26.32,14.58,20.63,9.21,18.87,4.76,35.9,5.66,,5.13,,,59.38,56.58,52.38,50.94,38,39.58,31,40.79,26,41.27,21,39.62,15,0,15,15.62,12,0,12,15.79,9,0,9,14.29,5,0,5,9.43,17,17.71,16,21.05,14,22.22,13,24.53,759,1,,361,,399,,,0.0104,0.0013,0.4756,2.1083,1.1083,47.56,647,2,12,297,295,329,0.456,3.8816,0.0263,0.0031,0.459,2.0346,1.0346,45.9,567,2,9,241,238,266,0.4198,3.7778,0.0317,0.0035,0.425,1.8837,0.8837,42.5,501,1,8,197,195,218,0.3892,3.6792,0.0189,0.002,0.3932,1.7703,0.7703,39.32
PSX,Phillips 66,Energy,Oil & Gas Refining,NYSE,USD,12/31/24,4/12/12,14.1,177.69,407436992,407437014,72397,0.5469,0.5057,16.4427,34.1979,132376,4403,1.26,132376,4403,9757,143153,2117,5985,147399,7015,12372,169990,11024,16910,111476,1315,,,-3975,,8.69,-7.53,3.33,-2.88,1.48,-13.29,4.76,52.49,6.49,,1.18,,,7.37,4.18,8.39,9.95,2729,2.06,2332,1.63,4874,3.31,8925,5.25,1086,141,945,0.71,947,158,789,0.55,926,269,657,0.45,642,82,560,0.33,2437,1.84,2814,1.97,2525,1.71,2168,1.28,73680,1116,,19716,,43439,,,0.0084,0.0151,0.2676,2.4364,1.4364,26.76,72582,1738,17910,20062,18324,44119,0.2525,0.128,0.0121,0.0239,0.2764,2.55,1.55,27.64,75501,3323,19941,19359,16036,43851,0.2124,0.1088,0.0225,0.044,0.2564,2.3855,1.3855,25.64,76442,6133,21922,17190,11057,42336,0.1446,0.065,0.0361,0.0802,0.2249,2.2413,1.2413,22.49
PTC,PTC Inc.,Technology,Software - Application,NASDAQ,USD,9/30/24,12/8/89,36.5,148.23,118996116,119947992,17639,6.1696,7.6758,21.5636,46.9122,2859,818,21.36,2739,734,1133,2298,376,730,2097,245,599,1933,313,573,1807,476,,1458,130,,8.34,19.19,26.8,9.59,16.36,8.48,11.68,6.97,16.19,23.94,26.34,,8.92,41.37,31.77,28.56,29.64,857,31.29,731,31.81,586,27.94,409,21.16,77,3,74,2.7,119,4,115,5.0,129,5,124,5.91,54,2,51,2.64,793,28.95,791,34.42,763,36.39,690,35.7,6617,184,,1370,,2791,,,0.0672,0.0278,0.207,1.7295,0.7295,20.7,6384,266,1299,1930,1665,3169,0.2608,0.7245,0.1158,0.0417,0.3023,1.9857,0.9857,30.23,6289,288,1277,1889,1601,3612,0.2546,0.7635,0.1373,0.0458,0.3004,2.3493,1.3493,30.04,4687,272,1069,1540,1268,2391,0.2705,0.656,0.1407,0.058,0.3286,2.0414,1.0414,32.86
PTCT,"PTC Therapeutics, Inc.",Healthcare,Biotech,NASDAQ,USD,12/31/24,6/20/13,12.9,68.81,82774730,79237602,5696,3.2925,7.067,8.3519,-15.6915,1730,682,-22.75,1731,683,888,806,-363,-120,937,-626,-330,698,-559,-367,539,-523,,381,-438,,14.35,114.76,39.46,-13.98,-45.04,34.24,-66.81,29.5,-80.09,41.47,-97.03,,-114.96,51.3,-14.89,-35.22,-52.58,411,23.74,-181,-22.46,-279,-29.78,-509,-72.92,152,,152,8.78,167,,167,20.72,129,,129,13.77,90,,90,12.89,347,20.05,300,37.22,332,35.43,326,46.7,2899,985,,2707,,3104,,,0.569,0.3398,0.9338,-14.1415,-15.1415,93.38,1705,780,1366,2471,1691,2803,0.9918,2.098,0.9677,0.4575,1.4493,-1.5528,-2.5528,144.93,1896,594,1219,2229,1635,2714,0.8623,1.7449,0.6339,0.3133,1.1756,-2.3178,-3.3178,117.56,1706,280,694,1462,1182,2053,0.6928,1.6934,0.4011,0.1641,0.857,-4.9164,-5.9164,85.7
PTEN,"Patterson-UTI Energy, Inc.",Energy,Oil & Gas Drilling,NASDAQ,USD,12/31/24,11/2/93,32.6,12.31,379575200,385987035,4673,0.9683,0.8691,-50.2473,-4.8275,4826,-93,-0.97,4827,-94,908,5377,-968,286,4146,246,1091,2647,154,692,1357,-654,,1124,-803,,58.24,-10.23,-1.95,29.69,-18.0,56.63,5.93,95.06,5.82,20.73,-48.19,,-71.44,18.81,5.32,26.31,26.14,372,7.71,497,9.24,390,9.41,129,4.87,71,7,64,1.33,72,5,66,1.23,52,6,46,1.11,40,0,39,1.47,255,5.28,268,4.98,170,4.1,116,4.38,5570,419,,1280,,2346,,,0.0868,0.0752,0.2298,1.7277,0.7277,22.98,5834,239,1295,1299,1060,2358,0.1817,0.1971,0.0444,0.041,0.2227,1.6784,0.6784,22.27,7420,190,1486,1346,1155,2599,0.1557,0.2786,0.0458,0.0256,0.1814,1.5391,0.5391,18.14,3144,138,829,856,718,1478,0.2284,0.2713,0.0521,0.0439,0.2723,1.8872,0.8872,27.23
PTGX,"Protagonist Therapeutics, Inc.",Healthcare,Biotech,NASDAQ,USD,12/31/24,8/11/16,9.8,99.19,63808716,61957198,6329,137.587,14.5829,-48.6846,23.0145,46,-130,-95.64,46,-130,-157,434,275,255,60,-79,-90,26,-127,-128,27,-125,,29,-66,,152.37,-89.4,-282.61,623.33,63.36,130.77,-131.67,-3.7,-488.46,-6.9,-462.96,,-227.59,-341.3,58.76,-150.0,-492.31,56,121.74,182,41.94,-70,-116.67,-108,-415.38,,29,,,,26,,,,14,,,0,4,-4,-15.38,45,97.83,43,9.91,33,55.0,31,119.23,668,128,,10,,53,,,2.7826,0.1916,0.015,1.0862,0.0862,1.5,745,97,592,11,-86,69,-0.1154,-0.1982,0.2235,0.1302,0.0148,1.1021,0.1021,1.48,358,187,356,1,-186,21,-0.5196,-3.1,3.1167,0.5223,0.0028,1.0623,0.0623,0.28,248,126,243,4,-122,32,-0.4919,-4.6923,4.8462,0.5081,0.0161,1.1481,0.1481,1.61
PTLO,Portillo's Inc.,Consumer Discretionary,Restaurants,NASDAQ,USD,12/31/24,10/21/21,4.6,4.03,72065650,63906297,290,0.3962,0.4085,15.2632,10.0,732,19,0.62,732,19,76,710,29,94,679,18,79,587,10,67,535,6,,455,12,,9.89,3.1,2.6,4.57,4.08,15.67,2.65,9.72,1.7,17.58,1.12,,2.64,10.38,13.24,11.63,11.41,-19,-2.6,9,1.27,-17,-2.5,9,1.53,23,0,23,3.14,25,0,25,3.52,27,0,27,3.98,27,0,27,4.6,118,16.12,111,15.63,112,16.49,97,16.52,1607,20,,670,,1109,,,0.0273,0.0124,0.4169,3.2269,2.2269,41.69,1500,23,53,596,573,1010,0.382,0.807,0.0324,0.0153,0.3973,3.0612,2.0612,39.73,1386,10,42,550,540,925,0.3896,0.7953,0.0147,0.0072,0.3968,3.0065,2.0065,39.68,1280,44,65,524,479,847,0.3742,0.816,0.075,0.0344,0.4094,2.9561,1.9561,40.94
PTON,"Peloton Interactive, Inc.",Consumer Discretionary,Leisure,NASDAQ,USD,6/30/24,9/26/19,6.7,5.71,409652366,389964988,2339,0.9594,0.8663,-45.8627,-4.245,2438,-51,-2.6,2491,-119,109,2700,-551,-330,2800,-1261,-1036,3582,-2827,-2622,4022,-189,,0,,,-12.44,-7.74,-4.78,-3.57,-20.41,-21.83,-45.04,-10.94,-78.92,,-4.7,,,4.38,-12.22,-37.0,-73.2,324,13.01,-85,-3.15,-470,-16.79,-2357,-65.8,134,33,102,4.09,112,35,77,2.85,97,26,70,2.5,43,2,40,1.12,914,36.69,1262,46.74,1388,49.57,1907,53.24,2125,1040,,1977,,2539,,,0.4175,0.4894,0.9304,-5.1329,-6.1329,93.04,2185,698,1266,2079,1381,2704,0.632,0.5115,0.2585,0.3195,0.9515,-4.21,-5.21,95.15,2769,814,1639,2364,1550,3064,0.5598,0.5536,0.2907,0.294,0.8537,-9.3864,-10.3864,85.37,4029,1254,2635,2373,1119,3436,0.2777,0.3124,0.3501,0.3112,0.589,6.7943,5.7943,58.9
PTRN,Pattern Group Inc.,Technology,Software - Application,NASDAQ,USD,,,,18.22,155063921,,2825,,1.5729,176.5625,41.5441,,16,,2501,16,16,1796,68,106,1366,41,68,991,-3,8,,,,,,,,39.25,0.64,31.48,3.79,37.84,3.0,,-0.3,,,,,0.64,5.9,4.98,0.81,79,3.16,50,2.78,27,1.98,-2,-0.2,0,8,-7,-0.28,0,6,-6,-0.33,0,3,-3,-0.22,1,0,1,0.1,496,19.83,676,37.64,534,39.09,414,41.78,948,289,,31,,367,,,0.1156,0.3049,0.0327,1.6317,0.6317,3.27,664,176,,30,,285,,,0.098,0.2651,0.0452,1.752,0.752,4.52,491,127,,19,,178,,,0.093,0.2587,0.0387,1.5687,0.5687,3.87,,,,,,,,,,,,,,
PUBM,"PubMatic, Inc.",Technology,Software - Application,NASDAQ,USD,12/31/24,12/9/20,5.5,10.36,39142185,48342201,406,1.4397,1.3952,-29.0,33.8333,282,-14,-6.37,283,-14,27,291,12,49,267,8,46,256,28,74,227,56,,149,26,,8.63,-2.75,-4.95,8.99,4.12,4.3,3.0,12.78,10.94,52.35,24.67,,17.45,9.54,16.84,17.23,28.91,46,16.25,34,11.68,52,19.48,38,14.84,,5,-5,-1.77,,8,,,,8,,,,2,,,163,57.6,153,52.58,139,52.06,113,44.14,680,146,,44,,418,,,0.5159,0.2147,0.0647,2.5954,1.5954,6.47,740,101,576,45,-55,462,-0.0743,-0.189,0.3471,0.1365,0.0608,2.6619,1.6619,6.08,695,79,562,22,-57,399,-0.082,-0.2135,0.2959,0.1137,0.0317,2.348,1.348,3.17,642,92,504,27,-66,330,-0.1028,-0.2578,0.3594,0.1433,0.0421,2.0577,1.0577,4.21
PUK,Prudential plc,Financials,Insurance - Life,NYSE,USD,12/31/24,6/29/00,25.9,30.47,1295740032,1295740048,39481,,2.4354,,17.2783,,,,27393,3978,,16211,2285,,11970,1701,,-27588,-1007,,26500,-2042,,,2118,,-15.11,68.98,14.52,35.43,14.1,143.39,14.21,-204.11,3.65,,-7.71,,,,,,,2346,8.56,3508,21.64,788,6.58,1044,-3.78,183,5562,-5379,-19.64,171,5292,-5121,-31.59,172,4433,-4261,-35.6,200,4060,-3860,13.99,,,0,0.0,0,0.0,3100,-11.24,212195,3851,,5290,,190835,,,0.1406,0.0181,0.0249,9.9342,8.9342,2.49,181876,2445,,4722,2277,163202,0.0125,0.1405,0.1508,0.0134,0.026,9.7395,8.7395,2.6,174066,1590,,4874,3284,156083,0.0189,0.2744,0.1328,0.0091,0.028,9.6795,8.6795,2.8,160249,1809,,5076,3267,143351,0.0204,-0.1184,-0.0656,0.0113,0.0317,9.4833,8.4833,3.17
PUMP,ProPetro Holding Corp.,Energy,Oil & Gas Equipment & Services,NYSE,USD,12/31/24,3/17/17,9.2,16.95,103910000,103910005,1761,1.3877,1.2195,,-12.7609,1269,0,-9.63,1269,1,191,1444,-138,63,1630,85,301,1279,2,137,874,-54,,,-107,,18.22,-12.12,0.08,-11.41,-9.56,27.44,5.21,46.34,0.16,,-6.18,,,15.05,4.36,18.47,10.71,45,3.55,112,7.76,4,0.25,-19,-1.49,8,,8,0.63,7,,7,0.48,5,,5,0.31,1,,1,0.08,108,8.51,114,7.89,114,6.99,111,8.68,1291,91,,213,,461,,,0.0717,0.0705,0.165,1.5554,0.5554,16.5,1224,50,292,175,125,407,0.1021,0.0866,0.0346,0.0408,0.143,1.4982,0.4982,14.3,1480,33,311,149,115,482,0.0777,0.0706,0.0202,0.0223,0.1007,1.483,0.483,10.07,1336,89,329,33,-56,382,-0.0419,-0.0438,0.0696,0.0666,0.0247,1.4004,0.4004,2.47
PVH,PVH Corp.,Consumer Discretionary,Apparel Manufacturing,NYSE,USD,1/31/25,3/17/80,46.2,88.92,52636900,52636898,4680,0.5229,0.5077,187.2,7.0482,8950,25,5.63,8653,598,1078,9218,664,1239,9024,200,779,9154,952,1394,7132,-1136,,9909,,,8.93,-6.13,6.91,2.15,7.2,-1.42,2.22,28.35,10.4,-28.03,-15.93,,,12.46,13.44,8.63,15.23,582,6.73,725,7.87,-251,-2.78,803,8.77,90,23,67,0.77,99,11,87,0.94,89,7,82,0.91,108,4,104,1.14,4411,50.98,4542,49.27,4377,48.5,4453,48.65,11033,748,,3391,,5893,,,0.0864,0.0678,0.3074,2.1465,1.1465,30.74,11173,708,3260,3534,2826,6054,0.2529,0.3066,0.0768,0.0634,0.3163,2.1827,1.1827,31.63,11768,551,3580,3829,3278,6756,0.2786,0.3633,0.0611,0.0468,0.3254,2.348,1.348,32.54,12397,1243,3654,3953,2711,7108,0.2187,0.2962,0.1358,0.1003,0.3189,2.3439,1.3439,31.89
PVLA,"Palvella Therapeutics, Inc.",Healthcare,Biotech,NASDAQ,USD,12/31/24,1/2/15,11.4,113.99,14313659,11018699,1632,,,-39.8049,-96.0,,-41,,0,-42,-36,0,-17,-13,0,18,18,0,-27,-18,,,,,,,,,,,,,,,,,,,,,,,,-25,,-10,,-13,,-14,,6,3,3,,4,,4,,0,6,-6,,,,,,16,,5,,3,,4,,60,58,,1,,32,,,,0.9667,0.0167,2.1429,1.1429,1.67,88,84,88,,,26,,,,0.9545,,1.4194,0.4194,,8,7,8,,,11,,,,0.875,,-2.6667,-3.6667,,17,16,17,,,40,,,,0.9412,,-0.7391,-1.7391,
PWP,Perella Weinberg Partners LP,Financials,Capital Markets,NASDAQ,USD,12/31/24,11/24/20,5.5,18.68,69652088,88403000,1301,1.7347,1.4818,37.1714,-20.3281,750,35,-2.88,751,35,69,878,-64,-58,648,-17,-97,631,17,-10,802,-9,,519,-24,,3.06,-14.46,4.66,35.49,-7.29,2.69,-2.62,-21.32,2.69,54.53,-1.12,,-4.62,9.19,-6.61,-14.97,-1.58,30,3.99,207,23.58,88,13.58,-44,-6.97,,,,,,,,,0,,0,0.0,0,,0,0.0,196,26.1,354,40.32,269,41.51,234,37.08,798,256,,186,,537,,,0.3409,0.3208,0.2331,3.0575,2.0575,23.31,877,332,483,187,-144,647,-0.1642,-0.164,0.3781,0.3786,0.2132,3.813,2.813,21.32,761,247,393,176,-71,493,-0.0933,-0.1096,0.3812,0.3246,0.2313,2.8396,1.8396,23.13,717,172,386,166,-6,457,-0.0084,-0.0095,0.2726,0.2399,0.2315,2.7577,1.7577,23.15
PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,NYSE,USD,12/31/24,2/12/98,28.3,723.44,148264000,148264001,107260,3.7663,4.5309,104.3385,118.5193,28479,1028,19.66,28480,1028,2561,23673,905,2157,20882,744,1770,17073,491,1472,12980,486,,11202,445,,22.18,20.31,3.61,13.37,3.82,22.31,3.56,31.53,2.88,15.87,3.74,,3.97,8.99,9.11,8.48,8.62,1621,5.69,1477,6.24,1141,5.46,703,4.12,261,16,246,0.86,202,32,170,0.72,186,10,176,0.84,124,2,121,0.71,2189,7.69,1824,7.7,1555,7.45,1336,7.83,24927,440,,6419,,15899,,,0.0154,0.0177,0.2575,2.7611,1.7611,25.75,18684,742,7851,4479,3737,11354,0.2,0.1579,0.0313,0.0397,0.2397,2.549,1.549,23.97,16237,1290,7677,4464,3173,9954,0.1954,0.1519,0.0618,0.0794,0.2749,2.5843,1.5843,27.49,13464,429,5536,3975,3547,8066,0.2634,0.2078,0.0251,0.0319,0.2952,2.4943,1.4943,29.52
PX,"P10, Inc.",Financials,Asset Management,NYSE,USD,12/31/24,10/21/21,4.6,7.08,68646704,112107998,486,1.6254,1.6419,34.7143,27.0,299,14,2.28,297,20,85,296,18,80,241,-7,48,198,29,72,150,10,,,23,,25.43,0.34,6.73,22.82,6.08,21.72,-2.9,32.0,14.65,,6.67,,,28.62,27.03,19.92,36.36,18,6.06,96,32.43,46,19.09,60,30.3,27,,27,9.09,25,,25,8.45,21,,21,8.71,9,,9,4.55,61,20.54,50,16.89,35,14.52,31,15.66,928,28,,403,,525,,,0.0943,0.0302,0.4343,2.3027,1.3027,43.43,869,67,190,340,273,482,0.3142,0.9223,0.2264,0.0771,0.3913,2.2455,1.2455,39.13,834,30,116,310,280,409,0.3357,1.1618,0.1245,0.036,0.3717,1.9624,0.9624,37.17,826,20,87,308,288,392,0.3487,1.4545,0.101,0.0242,0.3729,1.9032,0.9032,37.29
PXED,"Phoenix Education Partners, Inc.",Consumer Staples,Education,NYSE,USD,,,,30.01,35810977,,1075,1.0612,1.1316,11.0825,9.5133,1013,97,-0.43,1007,134,205,950,113,189,835,65,113,,,,,,,,,,,6.0,13.31,13.77,11.89,,7.78,,,,,,,20.36,19.89,13.53,,65,6.45,141,14.84,90,10.78,,,0,10,-10,-0.99,1,17,-16,-1.68,2,9,-7,-0.84,,,,,353,35.05,344,36.21,329,39.4,,,494,137,,73,,254,,,0.136,0.2773,0.1478,2.0583,1.0583,14.78,695,297,,84,,346,,,0.3126,0.4273,0.1209,1.9914,0.9914,12.09,682,241,,98,,379,,,0.2886,0.3534,0.1437,2.2508,1.2508,14.37,,,,,,,,,,,,,,
